sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
西屯,臺中市,57,細懸浮微粒,普通,1.7,0.41,6.3,6.6,38,13,12.9,29.9,16.9,1.6,189,"2024-05-27 09:00",,0.3,17.9,35,1,120.616917,24.162197,32
忠明,臺中市,53,細懸浮微粒,普通,1.8,0.56,9.1,10.4,24,11,14.4,27.1,12.7,1.7,196,"2024-05-27 09:00",,0.3,16.2,26,1,120.641092,24.151958,31
大里,臺中市,65,細懸浮微粒,普通,1.3,0.52,6.6,6.6,41,20,14.2,29.1,14.8,1.3,258,"2024-05-27 09:00",,0.3,21,30,1,120.67844444,24.09961111,30
沙鹿,臺中市,53,細懸浮微粒,普通,0.8,0.26,13.9,11.3,23,10,8.1,12.9,4.8,3.4,176,"2024-05-27 09:00",,0.2,16.5,27,1,120.568794,24.225628,29
豐原,臺中市,35,,良好,1.2,0.15,21.3,16.7,10,4,2.9,4.7,1.8,4.7,198,"2024-05-27 09:00",,0.1,10.7,17,1,120.74252414,24.25699731,28
三義,苗栗縣,32,,良好,0.8,0.12,20.1,17.4,7,2,1.1,2.9,1.7,5.1,185,"2024-05-27 09:00",,0.1,10,17,1,120.75956754,24.38248443,27
苗栗,苗栗縣,44,,良好,0.8,0.13,18.9,9.3,13,6,2.5,5.1,2.6,4.1,213,"2024-05-27 09:00",,0.1,13.6,20,1,120.82011468,24.56499183,26
頭份,苗栗縣,53,細懸浮微粒,普通,1.5,0.3,11.6,7.4,18,10,9.6,16.7,7.1,2.2,235,"2024-05-27 09:00",,0.2,16.4,28,1,120.89869286,24.69690679,25
新竹,新竹市,49,,良好,0.7,0.36,13.1,6.7,22,11,10.5,16.5,5.9,1.4,261,"2024-05-27 09:00",,0.3,15,27,0,120.97236752,24.8056356,24
竹東,新竹縣,42,,良好,2.4,0.22,16.2,7.7,22,11,5.8,9.1,3.3,0.2,35,"2024-05-27 09:00",,0.2,13,25,1,121.08895493,24.74091408,23
湖口,新竹縣,66,細懸浮微粒,普通,1.9,0.31,15.3,12.8,23,20,11.9,17.9,5.9,1.1,182,"2024-05-27 09:00",,0.2,21.6,26,1,121.03886894,24.90009696,22
龍潭,桃園市,45,,良好,0.8,0.27,17.3,11.7,21,15,9.3,14.7,5.4,1.3,165,"2024-05-27 09:00",,0.2,14,24,1,121.21645772,24.86400048,21
平鎮,桃園市,41,,良好,0.2,0.41,14.8,10.5,28,9,13.5,19.2,5.7,1,179,"2024-05-27 09:00",,0.3,12.5,26,0,121.203986,24.952786,20
觀音,桃園市,67,細懸浮微粒,普通,1.5,0.24,20.6,10.5,27,19,7.5,9.6,2.1,1.9,225,"2024-05-27 09:00",,0.3,22.2,35,0,121.08283092,25.03556747,19
大園,桃園市,46,,良好,1,0.35,17.1,9.6,28,11,14.2,20.3,6,1,212,"2024-05-27 09:00",,0.3,14.1,31,1,121.20251473,25.06100357,18
桃園,桃園市,49,,良好,4,0.74,14.7,5.4,37,14,21,32.6,11.5,1.1,207,"2024-05-27 09:00",,0.5,15.2,31,2,121.30500531,24.9947107,17
大同,臺北市,51,細懸浮微粒,普通,1.1,2,7.5,4.3,47,25,30.6,92.6,62,-,-,"2024-05-27 09:00",,0.8,15.6,28,1,121.51342074,25.06331455,16
松山,臺北市,44,,良好,0.3,0.4,18.5,7.1,25,13,12.7,19.4,6.7,1.2,53,"2024-05-27 09:00",,0.3,13.7,26,1,121.578611,25.05,15
古亭,臺北市,19,,良好,1.1,0.39,16.9,7.0,25,11,11,17.7,6.7,1,131,"2024-05-27 09:00",,0.2,5.4,19,1,121.529556,25.020608,14
萬華,臺北市,32,,良好,0.4,0.47,17.6,7.4,21,10,14.4,24.9,10.4,0.5,159,"2024-05-27 09:00",,0.3,9.9,20,0,121.507972,25.046503,13
中山,臺北市,37,,良好,0.6,0.66,17.5,6.6,24,13,20.7,33,12.2,1.8,118,"2024-05-27 09:00",,0.4,11.4,22,0,121.526528,25.062361,12
士林,臺北市,39,,良好,0.9,0.48,19.3,6.2,23,13,17.3,27.4,10.1,1.1,148,"2024-05-27 09:00",,0.3,12.1,21,0,121.51666356,25.10334003,11
淡水,新北市,37,,良好,0.2,0.49,20.6,7.1,35,11,16.4,26.7,10.3,2,200,"2024-05-27 09:00",,0.4,11.4,28,0,121.449239,25.1645,10
林口,新北市,37,,良好,0.8,0.56,7.9,9.3,23,11,22.6,62.3,39.6,0.3,244,"2024-05-27 09:00",,0.4,11.5,20,1,121.36548982,25.07798949,9
菜寮,新北市,27,,良好,0.8,0.62,19,7.1,21,8,15.2,24.1,8.8,1.4,194,"2024-05-27 09:00",,0.4,8.3,20,1,121.481028,25.06895,8
新莊,新北市,37,,良好,0.2,0.58,13.5,4.1,21,12,14,23.2,9.2,0.9,93,"2024-05-27 09:00",,0.4,11.5,21,0,121.4325,25.037972,7
板橋,新北市,22,,良好,0.3,0.61,11.6,5.4,23,6,13.2,25.2,11.9,0.6,352,"2024-05-27 09:00",,0.3,6.7,21,0,121.458667,25.012972,6
土城,新北市,47,,良好,0.4,0.66,19.2,5.3,34,17,17.4,26.2,8.8,1,123,"2024-05-27 09:00",,0.3,14.5,30,1,121.451861,24.982528,5
新店,新北市,29,,良好,0.7,0.46,12.4,7.4,21,8,11.4,20.9,9.5,1.1,42,"2024-05-27 09:00",,0.2,9,21,1,121.537778,24.977222,4
萬里,新北市,17,,良好,1.1,0.31,23.9,11.8,20,4,8.3,12.9,4.5,1.6,32,"2024-05-27 09:00",,0.1,4.3,17,1,121.689881,25.179667,3
汐止,新北市,37,,良好,0.7,0.45,21.7,6.0,21,9,18.4,26.7,8.2,1,46,"2024-05-27 09:00",,0.3,11.3,28,1,121.64081,25.06624,2
基隆,基隆市,23,,良好,1.1,0.39,20.5,6.1,21,5,8.1,12.4,4.3,0.7,324,"2024-05-27 09:00",,0.3,5.4,23,1,121.760056,25.129167,1
屏東(枋山),屏東縣,9,,良好,0.2,0.08,14.4,8.6,9,1,3.1,5.4,2.3,1.6,102,"2024-05-27 08:00",,0,0.4,9,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,48,,良好,0.4,0.26,12,7.5,21,10,7.7,16.8,9,0.9,124,"2024-05-27 08:00",,0.2,14.9,26,0,120.65525382,24.39017512,312
新北(樹林),新北市,47,,良好,0.5,0.64,4.7,5.3,36,18,19.7,38.7,19,0.2,160,"2024-05-27 08:00",,0.2,14.5,32,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,20,,良好,0.9,0.14,3.5,6.8,19,9,6.6,12.1,5.4,0.6,50,"2024-05-27 08:00",,0,6.2,15,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,23,,良好,0.6,0.31,2.1,1.4,27,4,8,19.7,11.7,0.2,152,"2024-05-27 08:00",,0.1,4.4,23,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,21,,良好,1.2,0.64,2.3,2.2,18,5,11.4,24.6,13.2,1,229,"2024-05-27 08:00",,0.2,6.6,16,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,62,細懸浮微粒,普通,1.8,0.32,10.2,6.1,25,16,9.3,12.9,3.5,0.8,111,"2024-05-27 08:00",,0.3,19.8,30,2,120.56373,23.96117,201
大城,彰化縣,47,,良好,1,0.12,10.2,6.1,32,6,6.7,12.4,5.7,4,204,"2024-05-27 08:00",,0.1,14.5,29,1,120.26964167,23.85493056,85
富貴角,新北市,29,,良好,0.4,0.13,22.5,31.7,18,3,3.1,4,0.9,1.3,278,"2024-05-27 08:00",,0.1,5,19,0,121.53656894,25.29681695,84
麥寮,雲林縣,53,細懸浮微粒,普通,1.7,0.25,9.1,5.8,17,7,4.4,10.1,5.6,3.5,199,"2024-05-27 08:00",,0.2,16.4,28,1,120.251825,23.753506,83
關山,臺東縣,20,,良好,1,0.13,6.8,5.4,22,3,2.4,4.4,1.9,1.7,75,"2024-05-27 08:00",,0,3.4,20,0,121.161933,23.045083,80
馬公,澎湖縣,16,,良好,1,0.14,16.5,17.5,5,1,4.8,6.3,1.5,1,189,"2024-05-27 08:00",,0.1,3.1,8,1,119.566158,23.569031,78
金門,金門縣,10,,良好,0.5,0.19,12.6,8.2,0,3,4.7,6.7,2,0.6,185,"2024-05-27 08:00",,0.1,3.2,5,0,118.312256,24.432133,77
馬祖,連江縣,33,,良好,0.7,0.11,19.1,25.1,17,8,4.3,5.6,1.2,0.3,193,"2024-05-27 08:00",,0.1,10.2,17,0,119.93149378,26.15188416,75
埔里,南投縣,67,細懸浮微粒,普通,1,0.36,3.7,3.8,42,21,4.7,9.5,4.8,0.8,251,"2024-05-27 08:00",,0.2,21.8,40,1,120.967903,23.968842,72
復興,高雄市,18,,良好,0.8,0.59,4.2,4.9,15,1,11,21.9,10.8,1,92,"2024-05-27 08:00",,0.2,3.1,14,1,120.312017,22.608711,71
永和,新北市,28,,良好,0.9,1.02,6.3,4.6,24,9,10.1,25.5,15.4,1.4,80,"2024-05-27 08:00",,0.4,8.7,20,1,121.516306,25.017,70
竹山,南投縣,45,,良好,1.2,0.2,5.1,5.6,36,14,6.4,11.9,5.5,1,192,"2024-05-27 08:00",,0.1,14,32,1,120.677306,23.756389,69
中壢,桃園市,55,細懸浮微粒,普通,1.6,1.99,3.9,7.4,37,17,20.6,69,48.4,0.2,243,"2024-05-27 08:00",,0.8,17.2,30,1,121.221667,24.953278,68
三重,新北市,37,,良好,1.3,1.13,4.6,3.5,26,8,22,71.7,49.7,-,-,"2024-05-27 08:00",,0.6,9.5,22,0,121.493806,25.072611,67
冬山,宜蘭縣,30,,良好,0.7,0.3,6.6,3.2,42,9,7.2,19.2,12,1.3,42,"2024-05-27 08:00",,0.1,5.7,30,0,121.792928,24.632203,66
宜蘭,宜蘭縣,20,,良好,1.3,0.2,12.6,6.4,12,5,2.6,4.5,1.8,0.8,182,"2024-05-27 08:00",,0.1,6.3,15,1,121.746394,24.747917,65
陽明,臺北市,22,,良好,0.7,0.15,21.3,24.2,10,6,2.1,2.9,0.8,1,80,"2024-05-27 08:00",,0.1,4.8,10,1,121.529583,25.182722,64
花蓮,花蓮縣,27,,良好,0.5,0.18,12.2,6.2,11,11,3.1,5.7,2.6,1.3,105,"2024-05-27 08:00",,0.1,8.2,13,0,121.599769,23.971306,63
臺東,臺東縣,18,,良好,0.4,0.17,6,5.1,19,4,3.4,6.6,3.2,1,309,"2024-05-27 08:00",,0.1,2,18,0,121.15045,22.755358,62
恆春,屏東縣,13,,良好,,0.11,13.9,13.3,11,5,1.5,2.8,1.3,1.6,198,"2024-05-27 08:00",,0,3.9,9,0,120.788928,21.958069,61
潮州,屏東縣,24,,良好,0.7,0.14,3.1,1.0,24,6,5,10.9,5.9,1.1,56,"2024-05-27 08:00",,0.1,6.7,24,1,120.561175,22.523108,60
屏東,屏東縣,17,,良好,0.3,0.31,5.1,4.8,19,2,6.7,11.7,5,1.4,7,"2024-05-27 08:00",,0.1,3.8,17,0,120.488033,22.673081,59
小港,高雄市,28,,良好,0.6,0.43,1.6,2.5,24,10,12.5,30.7,18.2,1.5,65,"2024-05-27 08:00",,0.2,8.5,15,2,120.337736,22.565833,58
前鎮,高雄市,18,,良好,1.5,0.52,4.3,4.5,14,2,11,19.5,8.4,0.6,348,"2024-05-27 08:00",,0.2,4.3,15,1,120.30833356,22.6044507,57
前金,高雄市,17,,良好,0.3,0.45,7.1,4.3,17,5,10.9,16,5,0.9,57,"2024-05-27 08:00",,0.3,5.2,17,0,120.28676111,22.63390278,56
左營,高雄市,26,,良好,0.8,0.35,6,5.3,14,8,9.1,14.9,5.7,1.3,85,"2024-05-27 08:00",,0.2,8,13,1,120.292917,22.674861,54
楠梓,高雄市,23,,良好,1.3,0.4,1.7,1.9,24,8,14.7,34,19.3,1.1,78,"2024-05-27 08:00",,0.2,5.4,18,1,120.328289,22.733667,53
林園,高雄市,24,,良好,1,0.19,4.6,2.9,25,5,5.4,8.5,3.1,1,28,"2024-05-27 08:00",,0.1,6.3,24,1,120.41175,22.4795,52
大寮,高雄市,21,,良好,3.5,0.28,1.6,1.5,31,13,8.3,20.7,12.4,0.6,51,"2024-05-27 08:00",,0.1,6.5,21,3,120.425311,22.56413611,51
鳳山,高雄市,18,,良好,1.5,0.44,4.4,5.0,17,6,7.8,14.1,6.3,0.3,68,"2024-05-27 08:00",,0.2,4.9,18,1,120.357422,22.628126,50
仁武,高雄市,45,,良好,9,0.46,4.2,5.5,50,19,14.8,26.7,11.8,1.4,76,"2024-05-27 08:00",,0.2,13.9,28,1,120.332631,22.689056,49
橋頭,高雄市,19,,良好,1.7,0.33,3.7,2.7,15,5,10.2,21,10.7,1.6,64,"2024-05-27 08:00",,0.1,6,13,1,120.305689,22.757506,48
美濃,高雄市,14,,良好,1.1,0.15,8.4,5.2,15,1,3.7,5.8,2.1,0.6,186,"2024-05-27 08:00",,0.1,1.5,14,0,120.530542,22.883583,47
臺南,臺南市,41,,良好,0.7,0.39,6.1,6.1,14,12,10.3,16.4,6.1,0.2,185,"2024-05-27 08:00",,0.1,12.6,17,0,120.21947897,22.98928311,46
安南,臺南市,31,,良好,0.3,0.47,6.6,4.2,18,9,9.8,18.2,8.4,2.1,124,"2024-05-27 08:00",,0.2,9.5,20,0,120.2175,23.048197,45
善化,臺南市,19,,良好,0.8,0.18,6.8,3.9,12,4,7.2,11.9,4.7,1,173,"2024-05-27 08:00",,0.1,5.7,15,0,120.29740529,23.11337642,44
新營,臺南市,24,,良好,0.4,0.32,6.7,4.4,19,2,5.1,9.1,4,0.3,167,"2024-05-27 08:00",,0.2,4.9,24,0,120.31725,23.305633,43
嘉義,嘉義市,24,,良好,1.1,0.19,8.9,6.6,16,5,6.2,10.5,4.2,2.1,212,"2024-05-27 08:00",,0.1,7.5,23,1,120.44125148,23.46477865,42
臺西,雲林縣,46,,良好,1.4,0.16,9.2,5.2,20,7,7.6,10.5,2.8,3.9,202,"2024-05-27 08:00",,0.2,14.3,30,1,120.19933333,23.702175,41
朴子,嘉義縣,42,,良好,1.1,0.3,5.4,2.4,23,9,13.2,21.3,8.1,1,159,"2024-05-27 08:00",,0.2,12.8,29,1,120.2478,23.46538,40
新港,嘉義縣,43,,良好,0.3,0.2,11.9,4.8,22,8,5.3,9.6,4.3,1.9,194,"2024-05-27 08:00",,0.2,13.3,31,1,120.345531,23.554839,39
崙背,雲林縣,53,細懸浮微粒,普通,1.2,0.16,7.9,2.1,20,9,3.3,7.2,3.9,1.8,187,"2024-05-27 08:00",,0.2,16.5,29,1,120.348742,23.757547,38
斗六,雲林縣,41,,良好,1.4,0.29,10.4,8.6,21,10,9.1,15.7,6.5,1.2,167,"2024-05-27 08:00",,0.2,12.7,27,1,120.544994,23.711853,37
南投,南投縣,45,,良好,0.5,0.32,3.1,3.4,33,9,6.8,14,7.1,1.2,159,"2024-05-27 08:00",,0.2,13.9,35,0,120.685306,23.913,36
二林,彰化縣,58,細懸浮微粒,普通,0.4,0.23,7.3,4.2,47,14,6.3,11.5,5.1,1.1,211,"2024-05-27 08:00",,0.2,18.2,39,0,120.409653,23.925175,35
線西,彰化縣,58,細懸浮微粒,普通,1.1,0.26,11.6,6.8,25,11,8.2,11.2,2.9,3.1,206,"2024-05-27 08:00",,0.3,18.5,32,1,120.469061,24.131672,34
彰化,彰化縣,43,,良好,2.3,0.29,11.7,10.0,13,9,9,12.4,3.4,1.6,194,"2024-05-27 08:00",,0.2,13.2,18,1,120.541519,24.066,33
西屯,臺中市,60,細懸浮微粒,普通,1.3,0.35,3.3,6.3,30,14,11.2,20.3,9,1.4,184,"2024-05-27 08:00",,0.2,19.3,35,1,120.616917,24.162197,32
忠明,臺中市,56,細懸浮微粒,普通,1.2,0.48,6.8,10.5,26,16,11.8,18.4,6.6,0.8,201,"2024-05-27 08:00",,0.3,17.5,27,1,120.641092,24.151958,31
大里,臺中市,65,細懸浮微粒,普通,1.2,0.63,4.6,6.7,28,19,12.8,22.8,10,1.1,247,"2024-05-27 08:00",,0.3,21.2,28,1,120.67844444,24.09961111,30
沙鹿,臺中市,58,細懸浮微粒,普通,0.7,0.29,9.4,10.3,28,16,9.5,13.4,3.9,2.2,166,"2024-05-27 08:00",,0.3,18.4,28,1,120.568794,24.225628,29
豐原,臺中市,41,,良好,1.2,0.18,20.2,15.0,11,3,2.7,4.3,1.6,2.7,172,"2024-05-27 08:00",,0.2,12.6,19,1,120.74252414,24.25699731,28
三義,苗栗縣,37,,良好,0.8,0.12,19.2,16.3,10,5,1.1,2.7,1.5,4.5,181,"2024-05-27 08:00",,0.2,11.5,19,1,120.75956754,24.38248443,27
苗栗,苗栗縣,51,細懸浮微粒,普通,0.9,0.17,15.4,7.7,12,5,3.7,6.8,3.1,3.8,207,"2024-05-27 08:00",,0.2,15.5,21,1,120.82011468,24.56499183,26
頭份,苗栗縣,56,細懸浮微粒,普通,1.4,0.41,7.4,7.4,33,19,9.8,17.4,7.5,1.2,209,"2024-05-27 08:00",,0.2,17.6,29,1,120.89869286,24.69690679,25
新竹,新竹市,51,細懸浮微粒,普通,0.4,0.46,6.9,5.8,33,16,13.8,26.6,12.7,1.3,243,"2024-05-27 08:00",,0.3,15.5,27,0,120.97236752,24.8056356,24
竹東,新竹縣,44,,良好,3.9,0.26,8,6.8,27,11,5.6,9.3,3.6,0.3,135,"2024-05-27 08:00",,0.2,13.7,26,1,121.08895493,24.74091408,23
湖口,新竹縣,68,細懸浮微粒,普通,1.7,0.31,14,12.0,28,22,11.4,16.5,5,0.9,234,"2024-05-27 08:00",,0.2,22.4,27,1,121.03886894,24.90009696,22
龍潭,桃園市,45,,良好,1,0.31,7.8,11.3,21,11,11.3,20.6,9.2,1.2,107,"2024-05-27 08:00",,0.2,14,24,1,121.21645772,24.86400048,21
平鎮,桃園市,44,,良好,0.4,0.49,9.2,10.3,25,11,13.2,20.2,7,0.6,139,"2024-05-27 08:00",,0.3,13.6,25,0,121.203986,24.952786,20
觀音,桃園市,69,細懸浮微粒,普通,1.6,0.27,17,10.4,36,21,10.7,14,3.3,1.5,223,"2024-05-27 08:00",,0.3,22.7,35,0,121.08283092,25.03556747,19
大園,桃園市,49,,良好,1.4,0.36,10.8,10.2,32,13,15,23.2,8.1,0.7,164,"2024-05-27 08:00",,0.3,15,33,1,121.20251473,25.06100357,18
桃園,桃園市,53,細懸浮微粒,普通,4.2,0.82,5.9,4.6,38,14,23.8,40.2,16.3,0.6,225,"2024-05-27 08:00",,0.5,16.2,30,2,121.30500531,24.9947107,17
大同,臺北市,43,,良好,0.8,1.36,3.9,3.7,28,18,19,67.4,48.3,-,-,"2024-05-27 08:00",,0.7,13.2,24,1,121.51342074,25.06331455,16
松山,臺北市,44,,良好,0.6,0.35,10.3,5.3,26,16,9.5,18.1,8.5,0.8,39,"2024-05-27 08:00",,0.3,13.6,25,1,121.578611,25.05,15
古亭,臺北市,18,,良好,0.9,0.31,8.7,5.6,18,2,7.3,13.5,6.2,0.9,80,"2024-05-27 08:00",,0.2,5,18,1,121.529556,25.020608,14
萬華,臺北市,30,,良好,0.3,0.41,8.6,5.7,15,12,11.2,20.7,9.5,0.2,112,"2024-05-27 08:00",,0.3,9.3,20,0,121.507972,25.046503,13
中山,臺北市,34,,良好,0.5,0.7,7.5,4.6,22,12,15.7,31.5,15.7,0.7,355,"2024-05-27 08:00",,0.4,10.4,21,0,121.526528,25.062361,12
士林,臺北市,37,,良好,0.9,0.45,9,4.4,22,14,15.1,24.1,8.9,0.7,344,"2024-05-27 08:00",,0.3,11.5,20,0,121.51666356,25.10334003,11
淡水,新北市,38,,良好,0.2,0.38,10.5,5.6,35,10,10,16.2,6.2,2,170,"2024-05-27 08:00",,0.4,11.7,27,0,121.449239,25.1645,10
林口,新北市,40,,良好,0.5,0.48,6.8,9.8,20,8,15.5,33.4,17.9,0.3,117,"2024-05-27 08:00",,0.4,12.2,19,1,121.36548982,25.07798949,9
菜寮,新北市,25,,良好,0.6,0.56,8.3,4.9,19,10,13.2,22.4,9.2,0.8,157,"2024-05-27 08:00",,0.4,7.8,20,1,121.481028,25.06895,8
新莊,新北市,39,,良好,0.1,0.41,7.8,2.7,21,8,8.7,16,7.3,0.9,83,"2024-05-27 08:00",,0.4,12.1,21,0,121.4325,25.037972,7
板橋,新北市,23,,良好,0.3,0.53,5.3,4.6,24,7,11.6,24,12.4,0.8,82,"2024-05-27 08:00",,0.3,7,21,1,121.458667,25.012972,6
土城,新北市,44,,良好,0.4,0.61,7.5,3.0,33,15,16.7,30.5,13.8,0.3,137,"2024-05-27 08:00",,0.3,13.5,29,1,121.451861,24.982528,5
新店,新北市,29,,良好,0.5,0.38,6.5,7.1,22,12,8.4,17.9,9.4,0.6,2,"2024-05-27 08:00",,0.2,8.9,22,1,121.537778,24.977222,4
萬里,新北市,17,,良好,1.2,0.24,17.1,10.1,15,6,5.2,8.9,3.6,0.7,15,"2024-05-27 08:00",,0.1,4.7,17,1,121.689881,25.179667,3
汐止,新北市,48,,良好,0.4,0.51,16.3,3.4,35,19,29.6,39.7,10.1,1,293,"2024-05-27 08:00",,0.3,11.4,29,1,121.64081,25.06624,2
基隆,基隆市,23,,良好,1,0.31,11.9,4.0,21,5,7.8,13.6,5.7,0.6,315,"2024-05-27 08:00",,0.3,5.9,23,1,121.760056,25.129167,1
屏東(枋山),屏東縣,9,,良好,0.2,0.09,9,8.6,14,0,4.1,7.1,2.9,1.9,92,"2024-05-27 07:00",,0,0.3,9,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,51,細懸浮微粒,普通,0.3,0.24,9.5,7,22,9,8.2,11.7,3.5,0.6,118,"2024-05-27 07:00",,0.2,15.7,27,0,120.65525382,24.39017512,312
新北(樹林),新北市,45,,良好,0.1,0.33,3.8,5.3,32,18,8.4,18.2,9.7,0,126,"2024-05-27 07:00",,0.2,13.9,30,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,17,,良好,0.9,0.14,2.2,7.0,17,7,6.3,9.9,3.5,0.7,358,"2024-05-27 07:00",,0,5.2,13,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,22,,良好,0.7,0.15,3,1.3,19,2,5,8.2,3.2,0.2,127,"2024-05-27 07:00",,0.1,5,22,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,23,,良好,1.2,0.21,1.4,2.2,15,5,10,20.6,10.6,1,76,"2024-05-27 07:00",,0.1,7,15,0,120.24535,22.87985556,202
彰化（員林）,彰化縣,65,細懸浮微粒,普通,1.8,0.27,9.5,5.4,24,13,9.2,11.3,2.1,0.3,88,"2024-05-27 07:00",,0.3,21,32,2,120.56373,23.96117,201
大城,彰化縣,55,細懸浮微粒,普通,1,0.15,7.4,6.4,23,6,7.7,10.8,3.1,2.7,199,"2024-05-27 07:00",,0.1,17.1,29,1,120.26964167,23.85493056,85
富貴角,新北市,30,,良好,0.3,0.14,20.9,32.8,17,4,2.4,2.7,0.3,0.9,166,"2024-05-27 07:00",,0.1,5.7,19,0,121.53656894,25.29681695,84
麥寮,雲林縣,59,細懸浮微粒,普通,1.8,0.3,5.9,5.4,27,13,5.8,10.2,4.3,2.1,197,"2024-05-27 07:00",,0.3,18.8,31,1,120.251825,23.753506,83
關山,臺東縣,20,,良好,0.9,0.11,4.8,5.3,20,4,2.5,4.2,1.7,0.6,17,"2024-05-27 07:00",,0,3.3,20,0,121.161933,23.045083,80
馬公,澎湖縣,16,,良好,1,0.13,18.5,17.6,4,0,4.2,5.2,0.9,0.8,185,"2024-05-27 07:00",,0.1,3.7,9,1,119.566158,23.569031,78
金門,金門縣,9,,良好,0.4,0.15,14,7.8,3,4,3.6,4.4,0.8,0.6,178,"2024-05-27 07:00",,0.1,2.8,6,0,118.312256,24.432133,77
馬祖,連江縣,34,,良好,0.8,0.11,21.8,26.2,15,10,3.9,4.3,0.4,0.2,190,"2024-05-27 07:00",,0.1,10.6,18,0,119.93149378,26.15188416,75
埔里,南投縣,68,細懸浮微粒,普通,1,0.27,3.3,4.4,40,18,3.9,7.3,3.4,0.6,326,"2024-05-27 07:00",,0.2,22.4,40,1,120.967903,23.968842,72
復興,高雄市,14,,良好,0.7,0.28,5.9,4.4,11,1,8.3,12.4,4.1,1.5,136,"2024-05-27 07:00",,0.2,3.8,14,1,120.312017,22.608711,71
永和,新北市,29,,良好,0.9,0.44,4.6,4.3,20,11,6.6,13.4,6.8,1,98,"2024-05-27 07:00",,0.3,8.9,19,1,121.516306,25.017,70
竹山,南投縣,46,,良好,1.1,0.2,4.7,5.8,28,8,6.5,9.5,2.9,0.4,285,"2024-05-27 07:00",,0.1,14.2,32,1,120.677306,23.756389,69
中壢,桃園市,55,細懸浮微粒,普通,0.9,1.48,2.6,8.0,28,19,17,85.5,68.5,0.3,210,"2024-05-27 07:00",,0.7,17,29,1,121.221667,24.953278,68
三重,新北市,32,,良好,1.1,1,2.5,3.0,26,8,16.7,71.3,54.5,-,-,"2024-05-27 07:00",,0.6,10,21,0,121.493806,25.072611,67
冬山,宜蘭縣,27,,良好,0.1,0.2,3,2.9,35,6,3.6,8.5,4.8,0.6,306,"2024-05-27 07:00",,0.1,5.1,27,0,121.792928,24.632203,66
宜蘭,宜蘭縣,23,,良好,2,0.18,6.4,6.0,18,6,3,5.1,2,0.9,173,"2024-05-27 07:00",,0.1,7,16,1,121.746394,24.747917,65
陽明,臺北市,22,,良好,0.7,0.17,19.1,24.8,9,5,2.2,2.9,0.7,2.7,150,"2024-05-27 07:00",,0.1,4.6,10,1,121.529583,25.182722,64
花蓮,花蓮縣,26,,良好,0.4,0.15,4,6.5,12,8,2.3,4.6,2.2,1.2,258,"2024-05-27 07:00",,0.1,8,14,0,121.599769,23.971306,63
臺東,臺東縣,18,,良好,0.2,0.14,4.8,5.2,25,3,3.1,5.1,2,0.6,309,"2024-05-27 07:00",,0.1,1.3,18,0,121.15045,22.755358,62
恆春,屏東縣,12,,良好,,0.1,14,13.6,8,4,1.4,2.3,0.9,0.5,249,"2024-05-27 07:00",,0,3.5,9,0,120.788928,21.958069,61
潮州,屏東縣,25,,良好,0.8,0.13,1,0.7,21,8,4.1,13.6,9.5,0.5,46,"2024-05-27 07:00",,0.1,7,25,1,120.561175,22.523108,60
屏東,屏東縣,17,,良好,0.3,0.14,5.1,4.8,20,2,4.9,7.3,2.3,1.6,6,"2024-05-27 07:00",,0.1,4.5,17,0,120.488033,22.673081,59
小港,高雄市,26,,良好,0.2,0.23,1.6,2.4,10,8,9.7,19.1,9.3,1,69,"2024-05-27 07:00",,0.2,8.1,14,2,120.337736,22.565833,58
前鎮,高雄市,17,,良好,1.3,0.31,5.4,4.0,14,3,9.4,14.4,5,0.6,39,"2024-05-27 07:00",,0.3,5.1,15,1,120.30833356,22.6044507,57
前金,高雄市,17,,良好,0.3,0.29,6.3,3.7,18,6,7.4,10.2,2.7,0.7,334,"2024-05-27 07:00",,0.2,5.3,16,0,120.28676111,22.63390278,56
左營,高雄市,26,,良好,0.7,0.2,8.6,4.5,9,7,5.6,7.3,1.6,1.4,139,"2024-05-27 07:00",,0.2,8,13,1,120.292917,22.674861,54
楠梓,高雄市,22,,良好,0.9,0.21,1.6,1.8,17,7,13.2,24.1,10.9,0.9,92,"2024-05-27 07:00",,0.2,5.5,18,1,120.328289,22.733667,53
林園,高雄市,26,,良好,0.9,0.14,4.3,3.2,25,5,4.6,6.6,1.9,1.6,21,"2024-05-27 07:00",,0.1,7.1,26,1,120.41175,22.4795,52
大寮,高雄市,25,,良好,10.2,0.2,1.6,1.7,18,5,7.8,14.5,6.7,0.5,303,"2024-05-27 07:00",,0.1,5.4,19,3,120.425311,22.56413611,51
